Institution 1,Institution 2,Institution 3,Serial Number,Chinese Title,Pinyin Title,English Title,Alt Title,Year Range,Note,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,巾帽局 The Palace Caps and Kerchiefs Service,436, 局副,ju fu,Eunuch Vice Director,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,鍼工局 The Palace Sewing Service,437, 掌印太監,zhang yin tai jian,Seal-holding Eunuch Director,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,鍼工局 The Palace Sewing Service,438, 管理太監,guan li tai jian,Eunuch Manager,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,鍼工局 The Palace Sewing Service,439, 僉書太監,qian shu tai jian,Chief Eunuch Notary,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,鍼工局 The Palace Sewing Service,440, 掌司,zhang si,Eunuch-in-Charge,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,鍼工局 The Palace Sewing Service,441, 監工,jian gong,Supervising Eunuch,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,鍼工局 The Palace Sewing Service,442, 大使,da shi,Eunuch Commissioner,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,鍼工局 The Palace Sewing Service,443, 左副使,zuo fu shi,Eunuch Vice Commissioner of the Left,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,鍼工局 The Palace Sewing Service,444, 右副使,you fu shi,Eunuch Vice Commissioner of the Right,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,內織染局 The Palace Weaving and Dyeing Service,445, 掌印太監,zhang yin tai jian,Seal-holding Eunuch Director,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,內織染局 The Palace Weaving and Dyeing Service,446, 管理太監,guan li tai jian,Eunuch Manager,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,內織染局 The Palace Weaving and Dyeing Service,447, 僉書太監,qian shu tai jian,Chief Eunuch Notary,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,內織染局 The Palace Weaving and Dyeing Service,448, 掌司,zhang si,Eunuch-in-Charge,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,內織染局 The Palace Weaving and Dyeing Service,449, 監工,jian gong,Supervising Eunuch,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,內織染局 The Palace Weaving and Dyeing Service,450, 大使,da shi,Eunuch Commissioner,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,內織染局 The Palace Weaving and Dyeing Service,451, 左副使,zuo fu shi,Eunuch Vice Commissioner of the Left A post under the early Hongwu reign,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,內織染局 The Palace Weaving and Dyeing Service,452, 右副使,you fu shi,Eunuch Vice Commissioner of the Right,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,酒醋麺局 The Palace Condiments Service,453, 掌印太監,zhang yin tai jian,Seal-holding Eunuch Director,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,酒醋麺局 The Palace Condiments Service,454, 管理太監,guan li tai jian,Eunuch Manager,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,酒醋麺局 The Palace Condiments Service,455, 僉書太監,qian shu tai jian,Chief Eunuch Notary,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,酒醋麺局 The Palace Condiments Service,456, 掌司,zhang si,Eunuch-in-charge,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,酒醋麺局 The Palace Condiments Service,457, 監工,jian gong,Supervising Eunuch,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,酒醋麺局 The Palace Condiments Service,458, 大使,da shi,Eunuch Commissioner,,,,,Under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,酒醋麺局 The Palace Condiments Service,459, 左副使,zuo fu shi,Eunuch Vice Commissioner of the Left,,,,,Under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,酒醋麺局 The Palace Condiments Service,460, 右副使,you fu shi,Eunuch Vice Commissioner of the Right,,,,,Under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,司苑局 The Palace Garden Service,461, 掌印太監,zhang yin tai jian,Seal-holding Eunuch Director,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,司苑局 The Palace Garden Service,462, 管理太監,guan li tai jian,Eunuch Manager,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,司苑局 The Palace Garden Service,463, 僉書太監,qian shu tai jian,Chief Eunuch Notary,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,司苑局 The Palace Garden Service,464, 掌司,zhang si,Eunuch-in-Charge,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,司苑局 The Palace Garden Service,465, 監工,jian gong,Supervising Eunuch,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,司苑局 The Palace Garden Service,466, 大使,da shi,Eunuch Commissioner,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,司苑局 The Palace Garden Service,467, 左副使,zuo fu shi,Eunuch Vice Commissioner of the Left,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,司苑局 The Palace Garden Service,468, 右副使,you fu shi,Eunuch Vice Commissioner of the Right,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,469, 乾清宮管事,qian qing gong guan shi,Supervising Eunuch at the Palace of Heavenly Purity,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,470, 打卯牌子,da mao pai zi,Palace Eunuch in Charge of Check-in,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,471, 御前牌子,yu qian pai zi,Emperor’s Personal Eunuch Attendant,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,472, 煖殿,nuan dian,Palace Eunuch in Charge of Housewarming Gifts,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,473, 管櫃子,guan gui zi,Palace Eunuch Palace Eunuch in Charge of Emperor’s Living Quarters,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,474, 贊禮,zan li,Eunuch Assistant of Ceremonials,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,475, 答應長隨,da ying chang sui,Emperor’s Eunuch Secretary,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,476, 當差聽事,dang chai ting shi,Emperor’s Personal Eunuch Attendant on-Call,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,477, 拏馬,na ma,Horsekeeper,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,478, 尚冠,shang guan,Eunuch Attendant in Charge of Emperor's Headgear,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,479, 尚衣,shang yi,Eunuch Attendant of Emperor's Apparel,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,御前近侍 Emporor's Eunuch Attendants,480, 尚履,shang lv,Eunuch Attendant Responsible for Emperor's Footware,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,481, 掌印太監（內府供用庫）,nei fu gong yong ku zhang yin tai jian,Seal-holding Eunuch Director of the Inner Court Supplies Depot,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,482, 總理（內府供用庫）,nei fu gong yong ku zong li,Superintendent Eunuch in the Inner Court Supplies Depot,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,483, 管理（內府供用庫）,nei fu gong yong ku guan li,Managing Eunuch in the Inner Court Supplies Depot,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,484, 掌司（內府供用庫）,nei fu gong yong ku zhang si,Eunuch-in-Charge in the Inner Court Supplies Depot,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,485, 寫字（內府供用庫）,nei fu gong yong ku xie zi,Transcribing Eunuch in the Inner Court Supplies Depot,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,486, 監工（內府供用庫）,nei fu gong yong ku jian gong,Supervising Eunuch in the Inner Court Supplies Depot,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,487, 掌印太監（司錀庫）,si lun ku zhang yin tai jian,Seal-holding Eunuch Director of the Imperial Depository,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,488, 總理（司錀庫）,si lun ku zong li,Superintendent Eunuch in the Imperial Depository,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,489, 管理（司錀庫）,si lun ku guan li,Managing Eunuch in the Imperial Depository,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,490, 掌司（司錀庫）,si lun ku zhang si,Eunuch-in-Charge in the Imperial Depository,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,491, 寫字（司錀庫）,si lun ku xie zi,Transcribing Eunuch in the Imperial Depository,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,492, 監工（司錀庫）,si lun ku jian gong,Supervising Eunuch in the Imperial Depository,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,493, 掌印太監（內承運庫）,nei cheng yun ku zhang yin tai jian,Seal-holding Eunuch at the Palace Treasury ,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,494, 近侍太監（內承運庫）,nei cheng yun ku jin shi tai jian,Eunuch Attendant at the Palace Treasury ,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,495, 僉書太監（內承運庫）,nei cheng yun ku qian shu tai jian,Chief Eunuch Notary at the Palace Treasury,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,496, 掌司（內承運庫）,nei cheng yun ku zhang si,Eunuch-in-Charge at the Palace Treasury ,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,497, 寫字（內承運庫）,nei cheng yun ku xie zi,Transcribing Eunuch at the Palace Treasury ,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,498, 監工（內承運庫）,nei cheng yun ku jian gong,Supervising Eunuch at the Palace Treasury ,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,499, 掌庫（甲字庫）,jia zi ku zhang ku,Eunuch-in-Charge in the Number One Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,500, 貼庫（甲字庫）,jia zi ku tie ku,Eunuch Treasurer in the Number One Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,501, 僉書（甲字庫）,jia zi ku qian shu,Eunuch Notary of the Administrative Assistant in the Number One Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,502, 大使（甲字庫）,jia zi ku da shi,Eunuch Commissioner of the Number One Storehouse,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,503, 副使（甲字庫）,jia zi ku fu shi,Eunuch Vice Commissioner of the Number One Storehouse,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,504, 掌庫（乙字庫）,yi zi ku zhang ku,Eunuch-in-Charge in the Number Two Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,505, 貼庫（乙字庫）,yi zi ku tie ku,Eunuch Treasurer in the Number Two Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,506, 僉書（乙字庫）,yi zi ku qian shu,Eunuch Notary of the Administrative Assistant in the Number Two Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,507, 大使（乙字庫）,yi zi ku da shi,Eunuch Commissioner of the Number Two Storehouse,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,508, 副使（乙字庫）,yi zi ku fu shi,Eunuch Vice Commissioner of the Number Two Storehouse,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,509, 掌庫（丙字庫）,bing zi ku zhang ku,Eunuch-in-Charge in the Number Three Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,510, 貼庫（丙字庫）,bing zi ku tie ku,Eunuch Treasurer in the Number Three Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,511, 僉書（丙字庫）,bing zi ku qian shu,Eunuch Notary of the Administrative Assistant in the Number Three Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,512, 大使（丙字庫）,bing zi ku da shi,Eunuch Commissioner of the Number Three Storehouse,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,513, 副使（丙字庫）,bing zi ku fu shi,Eunuch Vice Commissioner of the Number Three Storehouse,,,,,A post under the early Hongwu reign
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,514, 掌庫（丁字庫）,ding zi ku zhang ku,Eunuch-in-Charge in the Number Four Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,515, 貼庫（丁字庫）,ding zi ku tie ku,Eunuch Treasurer in the Number Four Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,516, 僉書（丁字庫）,ding zi ku qian shu,Eunuch Notary of the Administrative Assistant in the Number Four Storehouse,,,,,
皇族宮廷類 Imperial Family and Royal Court,宦官門 Eunuch Offices,外差宦官 Eunuchs on Secondment,517, 大使（丁字庫）,ding zi ku da shi,Eunuch Commissioner of the Number Four Storehouse,,,,,A post under the early Hongwu reign
